0.00000000e+00,6.19607843e-01,3.92156863e-03,2.58823529e-01,1.00000000e+00
1.00000000e-02,6.36524414e-01,2.26835832e-02,2.62821992e-01,1.00000000e+00
2.00000000e-02,6.61899270e-01,5.08266052e-02,2.68819685e-01,1.00000000e+00
3.00000000e-02,6.78815840e-01,6.95886198e-02,2.72818147e-01,1.00000000e+00
4.00000000e-02,7.04190696e-01,9.77316417e-02,2.78815840e-01,1.00000000e+00
5.00000000e-02,7.21107266e-01,1.16493656e-01,2.82814302e-01,1.00000000e+00
6.00000000e-02,7.46482122e-01,1.44636678e-01,2.88811995e-01,1.00000000e+00
7.00000000e-02,7.63398693e-01,1.63398693e-01,2.92810458e-01,1.00000000e+00
8.00000000e-02,7.88773549e-01,1.91541715e-01,2.98808151e-01,1.00000000e+00
9.00000000e-02,8.14148404e-01,2.19684737e-01,3.04805844e-01,1.00000000e+00
1.00000000e-01,8.31064975e-01,2.38446751e-01,3.08804306e-01,1.00000000e+00
1.10000000e-01,8.47212611e-01,2.61207228e-01,3.05190311e-01,1.00000000e+00
1.20000000e-01,8.56747405e-01,2.75663206e-01,3.01499423e-01,1.00000000e+00
1.30000000e-01,8.71049596e-01,2.97347174e-01,2.95963091e-01,1.00000000e+00
1.40000000e-01,8.80584391e-01,3.11803153e-01,2.92272203e-01,1.00000000e+00
1.50000000e-01,8.94886582e-01,3.33487120e-01,2.86735871e-01,1.00000000e+00
1.60000000e-01,9.04421376e-01,3.47943099e-01,2.83044983e-01,1.00000000e+00
1.70000000e-01,9.18723568e-01,3.69627067e-01,2.77508651e-01,1.00000000e+00
1.80000000e-01,9.33025759e-01,3.91311034e-01,2.71972318e-01,1.00000000e+00
1.90000000e-01,9.42560554e-01,4.05767013e-01,2.68281430e-01,1.00000000e+00
2.00000000e-01,9.56862745e-01,4.27450980e-01,2.62745098e-01,1.00000000e+00
2.10000000e-01,9.59630911e-01,4.47443291e-01,2.71972318e-01,1.00000000e+00
2.20000000e-01,9.63783160e-01,4.77431757e-01,2.85813149e-01,1.00000000e+00
2.30000000e-01,9.66551326e-01,4.97424068e-01,2.95040369e-01,1.00000000e+00
2.40000000e-01,9.70703576e-01,5.27412534e-01,3.08881200e-01,1.00000000e+00
2.50000000e-01,9.74855825e-01,5.57401000e-01,3.22722030e-01,1.00000000e+00
2.60000000e-01,9.77623991e-01,5.77393310e-01,3.31949250e-01,1.00000000e+00
2.70000000e-01,9.81776240e-01,6.07381776e-01,3.45790081e-01,1.00000000e+00
2.80000000e-01,9.84544406e-01,6.27374087e-01,3.55017301e-01,1.00000000e+00
2.90000000e-01,9.88696655e-01,6.57362553e-01,3.68858131e-01,1.00000000e+00
3.00000000e-01,9.91464821e-01,6.77354864e-01,3.78085352e-01,1.00000000e+00
3.10000000e-01,9.92541330e-01,7.01576317e-01,3.96539792e-01,1.00000000e+00
3.20000000e-01,9.92848904e-01,7.16955017e-01,4.09457901e-01,1.00000000e+00
3.30000000e-01,9.93310265e-01,7.40023068e-01,4.28835063e-01,1.00000000e+00
3.40000000e-01,9.93771626e-01,7.63091119e-01,4.48212226e-01,1.00000000e+00
3.50000000e-01,9.94079200e-01,7.78469819e-01,4.61130334e-01,1.00000000e+00
3.60000000e-01,9.94540561e-01,8.01537870e-01,4.80507497e-01,1.00000000e+00
3.70000000e-01,9.94848135e-01,8.16916571e-01,4.93425606e-01,1.00000000e+00
3.80000000e-01,9.95309496e-01,8.39984621e-01,5.12802768e-01,1.00000000e+00
3.90000000e-01,9.95617070e-01,8.55363322e-01,5.25720877e-01,1.00000000e+00
4.00000000e-01,9.96078431e-01,8.78431373e-01,5.45098039e-01,1.00000000e+00
4.10000000e-01,9.96386005e-01,8.87966167e-01,5.61091888e-01,1.00000000e+00
