0.00000000e+00,2.67004000e-01,4.87400000e-03,3.29415000e-01,1.00000000e+00
1.00000000e-02,2.69944000e-01,1.46250000e-02,3.41379000e-01,1.00000000e+00
2.00000000e-02,2.73809000e-01,3.14970000e-02,3.58853000e-01,1.00000000e+00
3.00000000e-02,2.76022000e-01,4.41670000e-02,3.70164000e-01,1.00000000e+00
4.00000000e-02,2.78791000e-01,6.21450000e-02,3.86592000e-01,1.00000000e+00
5.00000000e-02,2.80267000e-01,7.34170000e-02,3.97163000e-01,1.00000000e+00
6.00000000e-02,2.81924000e-01,8.96660000e-02,4.12415000e-01,1.00000000e+00
7.00000000e-02,2.82656000e-01,1.00196000e-01,4.22160000e-01,1.00000000e+00
8.00000000e-02,2.83197000e-01,1.15680000e-01,4.36115000e-01,1.00000000e+00
9.00000000e-02,2.83072000e-01,1.30895000e-01,4.49241000e-01,1.00000000e+00
1.00000000e-01,2.82623000e-01,1.40926000e-01,4.57517000e-01,1.00000000e+00
1.10000000e-01,2.81412000e-01,1.55834000e-01,4.69201000e-01,1.00000000e+00
1.20000000e-01,2.80255000e-01,1.65693000e-01,4.76498000e-01,1.00000000e+00
1.30000000e-01,2.78012000e-01,1.80367000e-01,4.86697000e-01,1.00000000e+00
1.40000000e-01,2.76194000e-01,1.90074000e-01,4.93001000e-01,1.00000000e+00
1.50000000e-01,2.73006000e-01,2.04520000e-01,5.01721000e-01,1.00000000e+00
1.60000000e-01,2.70595000e-01,2.14069000e-01,5.07052000e-01,1.00000000e+00
1.70000000e-01,2.66580000e-01,2.28262000e-01,5.14349000e-01,1.00000000e+00
1.80000000e-01,2.62138000e-01,2.42286000e-01,5.20837000e-01,1.00000000e+00
1.90000000e-01,2.58965000e-01,2.51537000e-01,5.24736000e-01,1.00000000e+00
2.00000000e-01,2.53935000e-01,2.65254000e-01,5.29983000e-01,1.00000000e+00
2.10000000e-01,2.50425000e-01,2.74290000e-01,5.33103000e-01,1.00000000e+00
2.20000000e-01,2.44972000e-01,2.87675000e-01,5.37260000e-01,1.00000000e+00
2.30000000e-01,2.41237000e-01,2.96485000e-01,5.39709000e-01,1.00000000e+00
2.40000000e-01,2.35526000e-01,3.09527000e-01,5.42944000e-01,1.00000000e+00
2.50000000e-01,2.29739000e-01,3.22361000e-01,5.45706000e-01,1.00000000e+00
2.60000000e-01,2.25863000e-01,3.30805000e-01,5.47314000e-01,1.00000000e+00
2.70000000e-01,2.20057000e-01,3.43307000e-01,5.49413000e-01,1.00000000e+00
2.80000000e-01,2.16210000e-01,3.51535000e-01,5.50627000e-01,1.00000000e+00
2.90000000e-01,2.10503000e-01,3.63727000e-01,5.52206000e-01,1.00000000e+00
3.00000000e-01,2.06756000e-01,3.71758000e-01,5.53117000e-01,1.00000000e+00
3.10000000e-01,2.01239000e-01,3.83670000e-01,5.54294000e-01,1.00000000e+00
3.20000000e-01,1.97636000e-01,3.91528000e-01,5.54969000e-01,1.00000000e+00
3.30000000e-01,1.92357000e-01,4.03199000e-01,5.55836000e-01,1.00000000e+00
3.40000000e-01,1.87231000e-01,4.14746000e-01,5.56547000e-01,1.00000000e+00
3.50000000e-01,1.83898000e-01,4.22383000e-01,5.56944000e-01,1.00000000e+00
3.60000000e-01,1.79019000e-01,4.33756000e-01,5.57430000e-01,1.00000000e+00
3.70000000e-01,1.75841000e-01,4.41290000e-01,5.57685000e-01,1.00000000e+00
3.80000000e-01,1.71176000e-01,4.52530000e-01,5.57965000e-01,1.00000000e+00
3.90000000e-01,1.68126000e-01,4.59988000e-01,5.58082000e-01,1.00000000e+00
4.00000000e-01,1.63625000e-01,4.71133000e-01,5.58148000e-01,1.00000000e+00
4.10000000e-01,1.60665000e-01,4.78540000e-01,5.58115000e-01,1.00000000e+00
4.20000000e-01,1.56270000e-01,4.89624000e-01,5.57936000e-01,1.00000000e+00
4.30000000e-01,1.51918000e-01,5.00685000e-01,5.57587000e-01,1.00000000e+00
4.40000000e-01,1.49039000e-01,5.08051000e-01,5.57250000e-01,1.00000000e+00
4.50000000e-01,1.44759000e-01,5.19093000e-01,5.56572000e-01,1.00000000e+00
4.60000000e-01,1.41935000e-01,5.26453000e-01,5.55991000e-01,1.00000000e+00
4.70000000e-01,1.37770000e-01,5.37492000e-01,5.54906000e-01,1.00000000e+00
4.80000000e-01,1.35066000e-01,5.44853000e-01,5.54029000e-01,1.00000000e+00
